date,n_stars,package
2015-07-16,2,hadley/dplyr
2015-07-19,2,hadley/dplyr
2015-07-20,1,hadley/dplyr
2015-07-21,1,hadley/dplyr
2015-07-22,1,hadley/dplyr
2015-07-23,3,hadley/dplyr
2015-07-24,1,hadley/dplyr
2015-07-25,2,hadley/dplyr
2015-07-27,2,hadley/dplyr
2015-07-29,1,hadley/dplyr
2015-07-30,1,hadley/dplyr
2015-07-31,2,hadley/dplyr
2015-08-01,1,hadley/dplyr
2015-08-02,1,hadley/dplyr
2015-08-05,3,hadley/dplyr
2015-08-10,1,hadley/dplyr
2015-08-11,1,hadley/dplyr
2015-08-12,1,hadley/dplyr
2015-08-13,1,hadley/dplyr
2015-08-15,1,hadley/dplyr
2015-08-16,1,hadley/dplyr
2015-08-17,1,hadley/dplyr
2015-08-18,2,hadley/dplyr
2015-08-21,3,hadley/dplyr
2015-08-23,3,hadley/dplyr
2015-08-24,1,hadley/dplyr
2015-08-26,1,hadley/dplyr
2015-08-31,1,hadley/dplyr
2015-09-01,1,hadley/dplyr
2015-09-05,2,hadley/dplyr
2015-09-07,4,hadley/dplyr
2015-09-08,2,hadley/dplyr
2015-09-10,2,hadley/dplyr
2015-09-11,1,hadley/dplyr
2015-09-12,1,hadley/dplyr
2015-09-14,2,hadley/dplyr
2015-09-17,1,hadley/dplyr
2015-09-19,2,hadley/dplyr
2015-09-20,3,hadley/dplyr
2015-09-21,3,hadley/dplyr
2015-09-22,2,hadley/dplyr
2015-09-23,1,hadley/dplyr
2015-09-24,1,hadley/dplyr
2015-09-25,1,hadley/dplyr
2015-09-26,2,hadley/dplyr
2015-09-28,2,hadley/dplyr
2015-09-29,2,hadley/dplyr
2015-09-30,1,hadley/dplyr
2015-10-01,3,hadley/dplyr
2015-10-03,1,hadley/dplyr
2015-10-06,2,hadley/dplyr
2015-10-07,1,hadley/dplyr
2015-10-08,1,hadley/dplyr
2015-10-10,2,hadley/dplyr
2015-10-11,1,hadley/dplyr
2015-10-15,2,hadley/dplyr
2015-10-16,2,hadley/dplyr
2015-10-17,2,hadley/dplyr
2015-10-19,2,hadley/dplyr
2015-10-20,2,hadley/dplyr
2015-10-21,1,hadley/dplyr
2015-10-24,1,hadley/dplyr
2015-10-25,2,hadley/dplyr
2015-10-26,1,hadley/dplyr
2015-10-27,1,hadley/dplyr
2015-10-28,1,hadley/dplyr
2015-10-29,1,hadley/dplyr
2015-10-31,2,hadley/dplyr
2015-11-03,1,hadley/dplyr
2015-11-04,2,hadley/dplyr
2015-11-05,4,hadley/dplyr
2015-11-06,2,hadley/dplyr
2015-11-09,2,hadley/dplyr
2015-11-10,1,hadley/dplyr
2015-11-12,1,hadley/dplyr
2015-11-13,2,hadley/dplyr
2015-11-14,1,hadley/dplyr
2015-11-16,2,hadley/dplyr
2015-11-19,1,hadley/dplyr
2015-11-20,1,hadley/dplyr
2015-11-21,1,hadley/dplyr
2015-11-22,1,hadley/dplyr
2015-11-23,1,hadley/dplyr
2015-11-24,2,hadley/dplyr
2015-11-25,4,hadley/dplyr
2015-11-26,1,hadley/dplyr
2015-11-27,1,hadley/dplyr
2015-11-29,2,hadley/dplyr
2015-11-30,1,hadley/dplyr
2015-12-02,1,hadley/dplyr
2015-12-03,1,hadley/dplyr
2015-12-04,1,hadley/dplyr
2015-12-05,4,hadley/dplyr
2015-12-06,1,hadley/dplyr
2015-12-07,3,hadley/dplyr
2015-12-08,2,hadley/dplyr
2015-12-09,2,hadley/dplyr
2015-12-10,1,hadley/dplyr
2015-12-11,2,hadley/dplyr
2015-12-12,2,hadley/dplyr
2015-12-15,3,hadley/dplyr
2015-12-17,1,hadley/dplyr
2015-12-18,1,hadley/dplyr
2015-12-20,1,hadley/dplyr
2015-12-21,2,hadley/dplyr
2015-12-22,1,hadley/dplyr
2015-12-25,1,hadley/dplyr
2015-12-28,3,hadley/dplyr
2015-12-29,2,hadley/dplyr
2015-12-30,1,hadley/dplyr
2015-12-31,3,hadley/dplyr
2016-01-03,1,hadley/dplyr
2016-01-04,2,hadley/dplyr
2016-01-06,2,hadley/dplyr
2016-01-07,2,hadley/dplyr
2016-01-09,1,hadley/dplyr
2016-01-10,1,hadley/dplyr
2016-01-12,1,hadley/dplyr
2016-01-13,1,hadley/dplyr
2016-01-14,1,hadley/dplyr
2016-01-16,1,hadley/dplyr
2016-01-17,1,hadley/dplyr
2016-01-20,1,hadley/dplyr
2016-01-21,1,hadley/dplyr
2016-01-22,3,hadley/dplyr
2016-01-23,2,hadley/dplyr
2016-01-24,1,hadley/dplyr
2016-01-25,1,hadley/dplyr
2016-01-29,2,hadley/dplyr
2016-01-31,3,hadley/dplyr
2016-02-02,1,hadley/dplyr
2016-02-03,4,hadley/dplyr
2016-02-05,2,hadley/dplyr
2016-02-08,1,hadley/dplyr
2016-02-09,1,hadley/dplyr
2016-02-12,2,hadley/dplyr
2016-02-13,2,hadley/dplyr
2016-02-14,3,hadley/dplyr
2016-02-16,2,hadley/dplyr
2016-02-17,2,hadley/dplyr
2016-02-19,3,hadley/dplyr
2016-02-20,1,hadley/dplyr
2016-02-22,2,hadley/dplyr
2016-02-24,1,hadley/dplyr
2016-02-25,1,hadley/dplyr
2016-02-26,2,hadley/dplyr
2016-02-28,1,hadley/dplyr
2016-03-01,2,hadley/dplyr
2016-03-02,3,hadley/dplyr
2016-03-03,2,hadley/dplyr
2016-03-04,2,hadley/dplyr
2016-03-05,1,hadley/dplyr
2016-03-07,3,hadley/dplyr
2016-03-08,3,hadley/dplyr
2016-03-09,1,hadley/dplyr
2016-03-10,2,hadley/dplyr
2016-03-11,1,hadley/dplyr
2016-03-12,1,hadley/dplyr
2016-03-13,1,hadley/dplyr
2016-03-14,2,hadley/dplyr
2016-03-15,3,hadley/dplyr
2016-03-17,3,hadley/dplyr
2016-03-18,1,hadley/dplyr
2016-03-19,3,hadley/dplyr
2016-03-20,1,hadley/dplyr
2016-03-21,2,hadley/dplyr
2016-03-22,1,hadley/dplyr
2016-03-23,2,hadley/dplyr
2016-03-24,1,hadley/dplyr
2016-03-27,1,hadley/dplyr
2016-03-29,2,hadley/dplyr
2016-03-30,1,hadley/dplyr
2016-03-31,5,hadley/dplyr
2016-04-01,3,hadley/dplyr
2016-04-02,1,hadley/dplyr
2016-04-03,4,hadley/dplyr
2016-04-04,1,hadley/dplyr
2016-04-05,9,hadley/dplyr
2016-04-06,3,hadley/dplyr
2016-04-07,2,hadley/dplyr
2016-04-09,1,hadley/dplyr
2016-04-10,2,hadley/dplyr
2016-04-11,2,hadley/dplyr
2016-04-12,1,hadley/dplyr
2016-04-15,2,hadley/dplyr
2016-04-17,1,hadley/dplyr
2016-04-18,2,hadley/dplyr
2016-04-19,1,hadley/dplyr
2016-04-20,3,hadley/dplyr
2016-04-21,1,hadley/dplyr
2016-04-23,2,hadley/dplyr
2016-04-24,2,hadley/dplyr
2016-04-25,3,hadley/dplyr
2016-04-26,2,hadley/dplyr
2016-04-27,2,hadley/dplyr
2016-04-28,3,hadley/dplyr
2016-04-29,2,hadley/dplyr
2016-04-30,3,hadley/dplyr
2016-05-02,2,hadley/dplyr
2016-05-03,2,hadley/dplyr
2016-05-04,6,hadley/dplyr
2016-05-05,4,hadley/dplyr
2016-05-06,4,hadley/dplyr
2016-05-07,4,hadley/dplyr
2016-05-08,2,hadley/dplyr
2016-05-09,1,hadley/dplyr
2016-05-10,1,hadley/dplyr
2016-05-11,1,hadley/dplyr
2016-05-13,2,hadley/dplyr
2016-05-14,2,hadley/dplyr
2016-05-15,1,hadley/dplyr
2016-05-16,1,hadley/dplyr
2016-05-17,5,hadley/dplyr
2016-05-18,7,hadley/dplyr
2016-05-19,2,hadley/dplyr
2016-05-20,3,hadley/dplyr
2016-05-21,3,hadley/dplyr
2016-05-22,1,hadley/dplyr
2016-05-23,1,hadley/dplyr
2016-05-25,3,hadley/dplyr
2016-05-26,1,hadley/dplyr
2016-05-27,2,hadley/dplyr
2016-05-28,3,hadley/dplyr
2016-05-29,3,hadley/dplyr
2016-05-30,1,hadley/dplyr
2016-05-31,1,hadley/dplyr
2016-06-01,3,hadley/dplyr
2016-06-02,3,hadley/dplyr
2016-06-03,1,hadley/dplyr
2016-06-04,1,hadley/dplyr
2016-06-05,1,hadley/dplyr
2016-06-06,1,hadley/dplyr
2016-06-07,3,hadley/dplyr
2016-06-08,2,hadley/dplyr
2016-06-09,2,hadley/dplyr
2016-06-10,1,hadley/dplyr
2016-06-11,1,hadley/dplyr
2016-06-12,1,hadley/dplyr
2016-06-13,1,hadley/dplyr
2016-06-14,1,hadley/dplyr
2016-06-15,3,hadley/dplyr
2016-06-16,2,hadley/dplyr
2016-06-17,2,hadley/dplyr
2016-06-18,2,hadley/dplyr
2016-06-19,1,hadley/dplyr
2016-06-20,2,hadley/dplyr
2016-06-22,3,hadley/dplyr
2016-06-25,1,hadley/dplyr
2016-06-26,2,hadley/dplyr
2016-06-27,2,hadley/dplyr
2016-06-28,1,hadley/dplyr
2016-06-29,4,hadley/dplyr
2016-06-30,1,hadley/dplyr
2016-07-01,3,hadley/dplyr
2016-07-02,2,hadley/dplyr
2016-07-04,2,hadley/dplyr
2016-07-05,2,hadley/dplyr
2016-07-06,1,hadley/dplyr
2016-07-07,3,hadley/dplyr
2016-07-08,1,hadley/dplyr
2016-07-10,2,hadley/dplyr
2016-07-13,4,hadley/dplyr
2016-07-14,3,hadley/dplyr
2016-07-17,2,hadley/dplyr
2016-07-18,1,hadley/dplyr
2016-07-20,5,hadley/dplyr
2016-07-21,2,hadley/dplyr
2016-07-22,1,hadley/dplyr
2016-07-23,1,hadley/dplyr
2016-07-24,1,hadley/dplyr
2016-07-25,1,hadley/dplyr
2016-07-26,2,hadley/dplyr
2016-07-28,4,hadley/dplyr
2016-07-29,2,hadley/dplyr
2016-08-03,2,hadley/dplyr
2016-08-04,3,hadley/dplyr
2016-08-05,2,hadley/dplyr
2016-08-07,2,hadley/dplyr
2016-08-08,1,hadley/dplyr
2016-08-10,2,hadley/dplyr
2016-08-11,2,hadley/dplyr
2016-08-12,1,hadley/dplyr
2016-08-15,1,hadley/dplyr
2016-08-16,1,hadley/dplyr
2016-08-17,1,hadley/dplyr
2016-08-18,1,hadley/dplyr
2016-08-19,2,hadley/dplyr
2016-08-20,2,hadley/dplyr
2016-08-21,1,hadley/dplyr
2016-08-22,1,hadley/dplyr
2016-08-23,3,hadley/dplyr
2016-08-24,3,hadley/dplyr
2016-08-25,3,hadley/dplyr
2016-08-26,1,hadley/dplyr
2016-08-27,1,hadley/dplyr
2016-08-28,1,hadley/dplyr
2016-08-30,2,hadley/dplyr
2016-08-31,1,hadley/dplyr
2016-09-01,2,hadley/dplyr
2016-09-02,2,hadley/dplyr
2016-09-03,2,hadley/dplyr
2016-09-04,1,hadley/dplyr
2016-09-05,1,hadley/dplyr
2016-09-06,1,hadley/dplyr
2016-09-07,1,hadley/dplyr
2016-09-08,2,hadley/dplyr
2016-09-09,1,hadley/dplyr
2016-09-10,1,hadley/dplyr
2016-09-11,1,hadley/dplyr
2016-09-14,2,hadley/dplyr
2016-09-15,1,hadley/dplyr
2016-09-16,1,hadley/dplyr
2016-09-18,1,hadley/dplyr
2016-09-19,2,hadley/dplyr
2016-09-20,2,hadley/dplyr
2016-09-23,2,hadley/dplyr
2016-09-24,4,hadley/dplyr
2016-09-25,2,hadley/dplyr
2016-09-26,2,hadley/dplyr
2016-09-27,3,hadley/dplyr
2016-09-28,3,hadley/dplyr
2016-09-29,3,hadley/dplyr
2016-09-30,3,hadley/dplyr
2016-10-01,1,hadley/dplyr
2016-10-02,4,hadley/dplyr
2016-10-03,1,hadley/dplyr
2016-10-04,3,hadley/dplyr
2016-10-05,4,hadley/dplyr
2016-10-06,1,hadley/dplyr
2016-10-07,3,hadley/dplyr
2016-10-08,2,hadley/dplyr
2016-10-10,3,hadley/dplyr
2016-10-11,2,hadley/dplyr
2016-10-12,2,hadley/dplyr
2016-10-14,2,hadley/dplyr
2016-10-16,1,hadley/dplyr
2016-10-17,3,hadley/dplyr
2016-10-18,1,hadley/dplyr
2016-10-20,3,hadley/dplyr
2016-10-22,2,hadley/dplyr
2016-10-23,1,hadley/dplyr
2016-10-24,1,hadley/dplyr
2016-10-25,3,hadley/dplyr
2016-10-26,3,hadley/dplyr
2016-10-27,1,hadley/dplyr
2016-10-28,1,hadley/dplyr
2016-10-29,1,hadley/dplyr
2016-10-30,1,hadley/dplyr
2016-11-01,3,hadley/dplyr
2016-11-02,1,hadley/dplyr
2016-11-03,3,hadley/dplyr
2016-11-04,1,hadley/dplyr
2016-11-05,1,hadley/dplyr
2016-11-07,1,hadley/dplyr
2016-11-08,2,hadley/dplyr
2016-11-09,1,hadley/dplyr
2016-11-10,1,hadley/dplyr
2016-11-11,2,hadley/dplyr
2016-11-13,1,hadley/dplyr
2016-11-14,1,hadley/dplyr
2016-11-15,1,hadley/dplyr
2016-11-16,3,hadley/dplyr
2016-11-17,2,hadley/dplyr
2016-11-18,2,hadley/dplyr
2016-11-20,5,hadley/dplyr
2016-11-22,1,hadley/dplyr
2016-11-26,1,hadley/dplyr
2016-11-29,2,hadley/dplyr
2016-12-01,2,hadley/dplyr
2016-12-02,2,hadley/dplyr
2016-12-03,1,hadley/dplyr
2016-12-04,3,hadley/dplyr
2016-12-05,3,hadley/dplyr
2016-12-07,4,hadley/dplyr
2016-12-09,1,hadley/dplyr
2016-12-10,2,hadley/dplyr
2016-12-11,1,hadley/dplyr
2016-12-12,1,hadley/dplyr
2016-12-13,3,hadley/dplyr
2016-12-14,1,hadley/dplyr
2016-12-15,1,hadley/dplyr
2016-12-16,1,hadley/dplyr
2016-12-17,2,hadley/dplyr
2016-12-20,2,hadley/dplyr
2016-12-21,2,hadley/dplyr
2016-12-22,2,hadley/dplyr
2016-12-23,3,hadley/dplyr
2016-12-25,1,hadley/dplyr
2016-12-26,1,hadley/dplyr
2016-12-27,2,hadley/dplyr
2016-12-28,4,hadley/dplyr
2016-12-29,3,hadley/dplyr
2016-12-30,5,hadley/dplyr
2016-12-31,1,hadley/dplyr
2017-01-02,2,hadley/dplyr
2017-01-03,1,hadley/dplyr
2017-01-06,2,hadley/dplyr
2017-01-07,3,hadley/dplyr
2017-01-08,1,hadley/dplyr
2017-01-09,1,hadley/dplyr
2017-01-10,2,hadley/dplyr
2017-01-11,2,hadley/dplyr
2017-01-12,1,hadley/dplyr
2017-01-13,3,hadley/dplyr
2017-01-14,1,hadley/dplyr
2017-01-16,1,hadley/dplyr
2017-01-17,1,hadley/dplyr
2017-01-18,1,hadley/dplyr
2017-01-19,1,hadley/dplyr
2017-01-20,6,hadley/dplyr
2017-01-21,2,hadley/dplyr
2017-01-23,4,hadley/dplyr
2017-01-25,4,hadley/dplyr
2017-01-26,3,hadley/dplyr
2017-01-27,1,hadley/dplyr
2017-01-28,1,hadley/dplyr
2017-01-29,2,hadley/dplyr
2017-01-30,1,hadley/dplyr
2017-01-31,2,hadley/dplyr
2017-02-05,1,hadley/dplyr
2017-02-07,1,hadley/dplyr
2017-02-08,3,hadley/dplyr
2017-02-09,2,hadley/dplyr
2017-02-10,1,hadley/dplyr
2017-02-11,3,hadley/dplyr
2017-02-12,1,hadley/dplyr
2017-02-14,1,hadley/dplyr
2017-02-15,4,hadley/dplyr
2017-02-16,1,hadley/dplyr
2016-03-29,109,wesm/feather
2016-03-30,240,wesm/feather
2016-03-31,88,wesm/feather
2016-04-01,35,wesm/feather
2016-04-02,13,wesm/feather
2016-04-03,15,wesm/feather
2016-04-04,16,wesm/feather
2016-04-05,21,wesm/feather
2016-04-06,16,wesm/feather
2016-04-07,8,wesm/feather
2016-04-08,26,wesm/feather
2016-04-09,5,wesm/feather
2016-04-10,18,wesm/feather
2016-04-11,8,wesm/feather
2016-04-12,10,wesm/feather
2016-04-13,2,wesm/feather
2016-04-14,3,wesm/feather
2016-04-15,3,wesm/feather
2016-04-16,4,wesm/feather
2016-04-17,2,wesm/feather
2016-04-18,3,wesm/feather
2016-04-19,3,wesm/feather
2016-04-20,3,wesm/feather
2016-04-21,4,wesm/feather
2016-04-22,2,wesm/feather
2016-04-23,3,wesm/feather
2016-04-24,3,wesm/feather
2016-04-25,6,wesm/feather
2016-04-26,1,wesm/feather
2016-04-27,6,wesm/feather
2016-04-28,3,wesm/feather
2016-04-29,9,wesm/feather
2016-04-30,6,wesm/feather
2016-05-01,3,wesm/feather
2016-05-02,4,wesm/feather
2016-05-04,4,wesm/feather
2016-05-05,8,wesm/feather
2016-05-06,1,wesm/feather
2016-05-07,3,wesm/feather
2016-05-08,3,wesm/feather
2016-05-09,3,wesm/feather
2016-05-10,4,wesm/feather
2016-05-11,5,wesm/feather
2016-05-12,4,wesm/feather
2016-05-13,4,wesm/feather
2016-05-14,6,wesm/feather
2016-05-15,1,wesm/feather
2016-05-16,2,wesm/feather
2016-05-17,3,wesm/feather
2016-05-18,8,wesm/feather
2016-05-19,1,wesm/feather
2016-05-20,3,wesm/feather
2016-05-21,2,wesm/feather
2016-05-22,3,wesm/feather
2016-05-23,7,wesm/feather
2016-05-24,5,wesm/feather
2016-05-25,6,wesm/feather
2016-05-26,3,wesm/feather
2016-05-27,1,wesm/feather
2016-05-28,1,wesm/feather
2016-05-29,2,wesm/feather
2016-05-30,3,wesm/feather
2016-05-31,3,wesm/feather
2016-06-01,2,wesm/feather
2016-06-02,2,wesm/feather
2016-06-03,8,wesm/feather
2016-06-04,2,wesm/feather
2016-06-05,2,wesm/feather
2016-06-06,6,wesm/feather
2016-06-07,4,wesm/feather
2016-06-08,1,wesm/feather
2016-06-09,2,wesm/feather
2016-06-10,2,wesm/feather
2016-06-11,2,wesm/feather
2016-06-12,3,wesm/feather
2016-06-13,6,wesm/feather
2016-06-14,6,wesm/feather
2016-06-16,4,wesm/feather
2016-06-17,4,wesm/feather
2016-06-19,1,wesm/feather
2016-06-20,1,wesm/feather
2016-06-21,1,wesm/feather
2016-06-22,2,wesm/feather
2016-06-23,1,wesm/feather
2016-06-25,3,wesm/feather
2016-06-26,2,wesm/feather
2016-06-27,3,wesm/feather
2016-06-28,1,wesm/feather
2016-06-29,2,wesm/feather
2016-06-30,3,wesm/feather
2016-07-01,1,wesm/feather
2016-07-02,1,wesm/feather
2016-07-03,1,wesm/feather
2016-07-04,2,wesm/feather
2016-07-05,1,wesm/feather
2016-07-06,1,wesm/feather
2016-07-07,1,wesm/feather
2016-07-08,1,wesm/feather
2016-07-09,2,wesm/feather
2016-07-12,4,wesm/feather
2016-07-13,1,wesm/feather
2016-07-14,2,wesm/feather
2016-07-15,2,wesm/feather
2016-07-16,3,wesm/feather
2016-07-17,1,wesm/feather
2016-07-18,3,wesm/feather
2016-07-20,1,wesm/feather
2016-07-21,1,wesm/feather
2016-07-26,1,wesm/feather
2016-07-27,4,wesm/feather
2016-07-28,3,wesm/feather
2016-07-30,2,wesm/feather
2016-08-01,1,wesm/feather
2016-08-02,3,wesm/feather
2016-08-03,1,wesm/feather
2016-08-04,1,wesm/feather
2016-08-06,1,wesm/feather
2016-08-07,4,wesm/feather
2016-08-08,1,wesm/feather
2016-08-09,2,wesm/feather
2016-08-11,1,wesm/feather
2016-08-12,2,wesm/feather
2016-08-15,2,wesm/feather
2016-08-16,1,wesm/feather
2016-08-17,2,wesm/feather
2016-08-18,4,wesm/feather
2016-08-19,2,wesm/feather
2016-08-21,1,wesm/feather
2016-08-22,2,wesm/feather
2016-08-23,2,wesm/feather
2016-08-24,2,wesm/feather
2016-08-26,1,wesm/feather
2016-08-27,1,wesm/feather
2016-08-28,1,wesm/feather
2016-08-30,1,wesm/feather
2016-08-31,1,wesm/feather
2016-09-01,2,wesm/feather
2016-09-02,3,wesm/feather
2016-09-03,4,wesm/feather
2016-09-04,1,wesm/feather
2016-09-05,1,wesm/feather
2016-09-06,4,wesm/feather
2016-09-08,2,wesm/feather
2016-09-15,2,wesm/feather
2016-09-17,1,wesm/feather
2016-09-19,1,wesm/feather
2016-09-20,1,wesm/feather
2016-09-21,4,wesm/feather
2016-09-22,1,wesm/feather
2016-09-23,1,wesm/feather
2016-09-24,2,wesm/feather
2016-09-25,1,wesm/feather
2016-09-26,3,wesm/feather
2016-09-27,1,wesm/feather
2016-09-29,12,wesm/feather
2016-09-30,6,wesm/feather
2016-10-01,1,wesm/feather
2016-10-03,1,wesm/feather
2016-10-04,1,wesm/feather
2016-10-05,1,wesm/feather
2016-10-06,3,wesm/feather
2016-10-07,2,wesm/feather
2016-10-08,1,wesm/feather
2016-10-10,1,wesm/feather
2016-10-11,3,wesm/feather
2016-10-12,5,wesm/feather
2016-10-14,1,wesm/feather
2016-10-15,1,wesm/feather
2016-10-17,1,wesm/feather
2016-10-19,1,wesm/feather
2016-10-21,1,wesm/feather
2016-10-22,3,wesm/feather
2016-10-23,1,wesm/feather
2016-10-24,2,wesm/feather
2016-10-25,2,wesm/feather
2016-10-26,2,wesm/feather
2016-10-31,2,wesm/feather
2016-11-01,1,wesm/feather
2016-11-02,2,wesm/feather
2016-11-03,2,wesm/feather
2016-11-04,1,wesm/feather
2016-11-05,3,wesm/feather
2016-11-10,1,wesm/feather
2016-11-15,3,wesm/feather
2016-11-16,1,wesm/feather
2016-11-17,1,wesm/feather
2016-11-21,1,wesm/feather
2016-11-22,2,wesm/feather
2016-11-23,1,wesm/feather
2016-11-24,1,wesm/feather
2016-11-25,1,wesm/feather
2016-11-26,1,wesm/feather
2016-11-28,2,wesm/feather
2016-11-29,2,wesm/feather
2016-11-30,1,wesm/feather
2016-12-01,2,wesm/feather
2016-12-02,2,wesm/feather
2016-12-03,1,wesm/feather
2016-12-05,1,wesm/feather
2016-12-06,2,wesm/feather
2016-12-07,2,wesm/feather
2016-12-08,1,wesm/feather
2016-12-09,1,wesm/feather
2016-12-10,2,wesm/feather
2016-12-12,2,wesm/feather
2016-12-15,1,wesm/feather
2016-12-20,4,wesm/feather
2016-12-22,1,wesm/feather
2016-12-23,1,wesm/feather
2016-12-24,1,wesm/feather
2016-12-26,1,wesm/feather
2016-12-27,3,wesm/feather
2016-12-28,4,wesm/feather
2016-12-29,5,wesm/feather
2016-12-30,2,wesm/feather
2017-01-02,1,wesm/feather
2017-01-03,2,wesm/feather
2017-01-04,1,wesm/feather
2017-01-05,1,wesm/feather
2017-01-06,1,wesm/feather
2017-01-07,4,wesm/feather
2017-01-08,1,wesm/feather
2017-01-09,4,wesm/feather
2017-01-10,1,wesm/feather
2017-01-13,2,wesm/feather
2017-01-14,1,wesm/feather
2017-01-19,2,wesm/feather
2017-01-21,3,wesm/feather
2017-01-24,1,wesm/feather
2017-01-25,1,wesm/feather
2017-01-26,1,wesm/feather
2017-01-27,1,wesm/feather
2017-01-28,2,wesm/feather
2017-01-30,1,wesm/feather
2017-01-31,1,wesm/feather
2017-02-01,3,wesm/feather
2017-02-03,2,wesm/feather
2017-02-04,1,wesm/feather
2017-02-09,3,wesm/feather
2017-02-10,1,wesm/feather
2017-02-12,1,wesm/feather
2017-02-14,1,wesm/feather
2017-02-16,1,wesm/feather
2016-08-08,22,tidyverse/forcats
2016-08-09,59,tidyverse/forcats
2016-08-10,12,tidyverse/forcats
2016-08-11,7,tidyverse/forcats
2016-08-12,2,tidyverse/forcats
2016-08-13,1,tidyverse/forcats
2016-08-15,2,tidyverse/forcats
2016-08-16,2,tidyverse/forcats
2016-08-17,1,tidyverse/forcats
2016-08-18,1,tidyverse/forcats
2016-08-19,1,tidyverse/forcats
2016-08-20,1,tidyverse/forcats
2016-08-22,1,tidyverse/forcats
2016-08-23,1,tidyverse/forcats
2016-08-26,2,tidyverse/forcats
2016-08-27,4,tidyverse/forcats
2016-08-28,1,tidyverse/forcats
2016-08-31,1,tidyverse/forcats
2016-09-01,4,tidyverse/forcats
2016-09-02,3,tidyverse/forcats
2016-09-04,1,tidyverse/forcats
2016-09-07,1,tidyverse/forcats
2016-09-08,1,tidyverse/forcats
2016-09-09,2,tidyverse/forcats
2016-09-10,1,tidyverse/forcats
2016-09-12,2,tidyverse/forcats
2016-09-14,1,tidyverse/forcats
2016-09-15,1,tidyverse/forcats
2016-09-21,1,tidyverse/forcats
2016-09-23,1,tidyverse/forcats
2016-09-29,1,tidyverse/forcats
2016-09-30,4,tidyverse/forcats
2016-10-08,1,tidyverse/forcats
2016-10-17,1,tidyverse/forcats
2016-10-18,1,tidyverse/forcats
2016-10-19,1,tidyverse/forcats
2016-10-22,1,tidyverse/forcats
2016-10-24,1,tidyverse/forcats
2016-10-25,1,tidyverse/forcats
2016-11-01,1,tidyverse/forcats
2016-11-06,1,tidyverse/forcats
2016-11-18,1,tidyverse/forcats
2016-11-20,1,tidyverse/forcats
2016-11-30,1,tidyverse/forcats
2016-12-20,1,tidyverse/forcats
2016-12-30,1,tidyverse/forcats
2017-01-01,1,tidyverse/forcats
2017-01-02,1,tidyverse/forcats
2017-01-09,1,tidyverse/forcats
2017-02-04,1,tidyverse/forcats
2017-02-13,1,tidyverse/forcats
2017-02-15,1,tidyverse/forcats
2008-05-25,12,hadley/ggplot2
2008-06-01,3,hadley/ggplot2
2008-06-11,1,hadley/ggplot2
2008-07-30,1,hadley/ggplot2
2008-08-17,1,hadley/ggplot2
2008-09-12,1,hadley/ggplot2
2008-10-04,1,hadley/ggplot2
2008-10-07,1,hadley/ggplot2
2008-10-19,1,hadley/ggplot2
2008-10-22,2,hadley/ggplot2
2008-10-31,1,hadley/ggplot2
2008-12-02,1,hadley/ggplot2
2008-12-03,1,hadley/ggplot2
2008-12-05,1,hadley/ggplot2
2008-12-15,1,hadley/ggplot2
2008-12-19,1,hadley/ggplot2
2008-12-22,1,hadley/ggplot2
2009-01-04,1,hadley/ggplot2
2009-01-06,3,hadley/ggplot2
2009-01-08,1,hadley/ggplot2
2009-01-10,1,hadley/ggplot2
2009-01-11,1,hadley/ggplot2
2009-01-17,1,hadley/ggplot2
2009-01-25,1,hadley/ggplot2
2009-01-27,3,hadley/ggplot2
2009-01-28,1,hadley/ggplot2
2009-02-04,1,hadley/ggplot2
2009-02-05,1,hadley/ggplot2
2009-02-12,1,hadley/ggplot2
2009-02-13,1,hadley/ggplot2
2009-02-14,1,hadley/ggplot2
2009-02-15,1,hadley/ggplot2
2009-02-17,1,hadley/ggplot2
2009-02-24,1,hadley/ggplot2
2009-02-26,1,hadley/ggplot2
2009-03-05,1,hadley/ggplot2
2009-03-13,2,hadley/ggplot2
2009-03-25,1,hadley/ggplot2
2009-03-28,2,hadley/ggplot2
2009-04-01,1,hadley/ggplot2
2009-04-04,1,hadley/ggplot2
2009-04-08,1,hadley/ggplot2
2009-04-28,1,hadley/ggplot2
2009-05-02,1,hadley/ggplot2
2009-05-05,1,hadley/ggplot2
2009-05-15,2,hadley/ggplot2
2009-05-19,2,hadley/ggplot2
2009-05-20,1,hadley/ggplot2
2009-05-21,2,hadley/ggplot2
2009-05-26,1,hadley/ggplot2
2009-06-01,1,hadley/ggplot2
2009-06-06,1,hadley/ggplot2
2009-06-07,1,hadley/ggplot2
2009-06-08,1,hadley/ggplot2
2009-06-11,1,hadley/ggplot2
2009-06-18,1,hadley/ggplot2
2009-06-22,1,hadley/ggplot2
2009-06-29,1,hadley/ggplot2
2009-06-30,2,hadley/ggplot2
2009-07-02,1,hadley/ggplot2
2009-07-04,1,hadley/ggplot2
2009-08-07,1,hadley/ggplot2
2009-08-18,1,hadley/ggplot2
2009-08-25,1,hadley/ggplot2
2009-09-01,1,hadley/ggplot2
2009-09-02,1,hadley/ggplot2
2009-09-19,1,hadley/ggplot2
2009-09-21,1,hadley/ggplot2
2009-09-25,1,hadley/ggplot2
2009-10-05,2,hadley/ggplot2
2009-10-06,1,hadley/ggplot2
2009-10-19,1,hadley/ggplot2
2009-10-22,1,hadley/ggplot2
